index,country,person_name,unique_id,individual_id,company_id,gender,company_name,dual_listed,ticker,role_name,role_start_date,role_end_date,tenure_days,tenure_year,end_year,end_month,end_quarter,end_half,sector_bx,industry,appointment,revenue,market_cap,half_year,count
FTSE 100,UK,Sir David (Dave) John Lewis,1.07555E+11,1075546,30463,Male,TESCO PLC,No,TSCO,Group CEO,01/09/2014,30/09/2020,2221,6.084931507,2020,9,3,H2,Food & Drug Retailers,Consumer,External,82275799680,19718727692,2020 H2,1
FTSE 100,UK,David (Dave) Jenkinson,60663324211,606633,24211,Male,PERSIMMON PLC,No,PSN,Group CEO,31/12/2018,20/09/2020,629,1.723287671,2020,9,3,H2,Construction & Building Materials,Industrial & Natural Resources,Internal,4884067770,4617932622,2020 H2,1
FTSE 100,UK,William (Willie) Matthew Walsh,3.27207E+12,327207,1683847,Male,INTERNATIONAL CONSOLIDATED AIRLINES GROUP SA (IAG),No,IAG,CEO,24/01/2011,08/09/2020,3515,9.630136986,2020,9,3,H2,Leisure & Hotels,Consumer,External,9617740245,6850441176,2020 H2,1
FTSE 100,UK,Kenneth (Kenny) Jack Alexander,5.15002E+12,515002,1644259,Male,ENTAIN PLC (GVC Holdings PLC prior to 12/2020),No,"ENT, GVC",CEO,24/05/2010,17/07/2020,3707,10.15616438,2020,7,3,H2,Leisure & Hotels,Consumer,External,5180994200,8377641732,2020 H2,1
FTSE 100,UK,Maurice Ewen Tulloch,12521056434,1252105,6434,Male,AVIVA PLC (CGNU plc prior to 07/2002),No,AV.,Group CEO,04/03/2019,06/07/2020,490,1.342465753,2020,7,3,H2,Life Assurance,Financial Services,Internal,26240450520,14045978112,2020 H2,1
FTSE 100,UK,Michael (Mike) Andrew Coupe,2689826875,26898,26875,Male,SAINSBURY(J) PLC,No,SBRY,Group CEO,09/07/2014,31/05/2020,2153,5.898630137,2020,5,2,H1,Food & Drug Retailers,Consumer,Internal,39552579750,5541056848,2020 H1,1
FTSE 100,UK,Peter Josef Oswald,5.43773E+11,543772,946219,Male,MONDI PLC,No,MNDI,Group CEO,11/05/2017,31/03/2020,1055,2.890410959,2020,3,1,H1,Forestry & Paper,Industrial & Natural Resources,Internal,8785074857,8324008974,2020 H1,1
FTSE 100,UK,Robert (Rob) Montague Noel,2695418416,26954,18416,Male,LAND SECURITIES GROUP PLC,No,LAND,CEO,01/04/2012,31/03/2020,2921,8.002739726,2020,3,1,H1,Real Estate,Financial Services,Internal,892898580,4902573449,2020 H1,1
FTSE 100,UK,Iain Cameron Conn,3100236321,310023,6321,Male,CENTRICA PLC,No,CNA,Group CEO,01/01/2015,17/03/2020,1902,5.210958904,2020,3,1,H1,Utilities - Other,Industrial & Natural Resources,External,19944798560,5258113755,2020 H1,1
FTSE 100,UK,Clive Christopher Bannister,4.96502E+12,496502,1051888,Male,PHOENIX GROUP HOLDINGS PLC (Pearl Group Ltd prior to 03/2010),No,PHNX,Group CEO,07/02/2011,10/03/2020,3319,9.093150685,2020,3,1,H1,Speciality & Other Finance,Financial Services,External,8626422980,6065246430,2020 H1,1
FTSE 100,UK,Trevor Nigel Mather,1.3034E+13,1303404,2231885,Male,AUTO TRADER GROUP PLC,No,AUTO,CEO,19/03/2015,29/02/2020,1808,4.953424658,2020,2,1,H1,Media & Entertainment,Consumer,External,569009154,5930603766,2020 H1,1
FTSE 100,UK,Robert (Bob) Warren Dudley,8368934919,836893,4919,Male,BP PLC (BP Amoco PLC prior to 05/2001),No,BP.,Group CEO,01/10/2010,04/02/2020,3413,9.350684932,2020,2,1,H1,Oil & Gas,Industrial & Natural Resources,Internal,1.64195E+11,1.03249E+11,2020 H1,1
FTSE 100,UK,Alison Jane Cooper,45004715712,450047,15712,Female,IMPERIAL BRANDS PLC (Imperial Tobacco Group PLC prior to 02/2016),No,"IMB, IMT",CEO,13/05/2010,03/02/2020,3553,9.734246575,2020,2,1,H1,Tobacco,Consumer,Internal,44193086520,23322618666,2020 H1,1
FTSE 100,UK,Namal Sasrika Nawana,1.28452E+11,1284518,28295,Male,SMITH & NEPHEW PLC,No,SN.,CEO,07/05/2018,31/10/2019,542,1.484931507,2019,10,4,H2,Health,Healthcare,External,5212000000,10058774148,2019 H2,1
FTSE 100,UK,Ross Maxwell McEwan,55008026621,550080,26621,Male,NATWEST GROUP PLC (Royal Bank of Scotland Group PLC (The) prior to 07/2020),No,NWG,Group CEO,01/10/2013,31/10/2019,2221,6.084931507,2019,10,4,H2,Banks,Financial Services,Internal,14220002880,25013612041,2019 H2,1
FTSE 100,UK,Véronique Laury-Deroubaix,1.0792E+11,1079195,17939,Female,KINGFISHER PLC,No,KGF,CEO,08/12/2014,24/09/2019,1751,4.797260274,2019,9,3,H2,General Retailers,Consumer,Internal,17727839250,5082560678,2019 H2,1
FTSE 100,UK,Rakesh Kapoor,49404625873,494046,25873,Male,RECKITT BENCKISER GROUP PLC,No,"RB., RKT",CEO,01/09/2011,01/09/2019,2922,8.005479452,2019,9,3,H2,Household Products,Consumer,Internal,17902161160,46994412907,2019 H2,1
FTSE 100,UK,John Michael Flint,1.28251E+11,1282510,15160,Male,HSBC HOLDINGS PLC,Yes,HSBA,Group Chief Executive,21/02/2018,05/08/2019,530,1.452054795,2019,8,3,H2,Banks,Financial Services,Internal,63940000000,1.03279E+11,2019 H2,1
FTSE 100,UK,Geoffrey (Geoff) Drabble,145122733,14512,2733,Male,ASHTEAD GROUP PLC,No,AHT,CEO,01/01/2007,01/05/2019,4503,12.3369863,2019,5,2,H1,Business Services,Technology,External,7962300000,24859982616,2019 H1,1
FTSE 100,UK,Nicandro Durante,4861405121,486140,5121,Male,BRITISH AMERICAN TOBACCO PLC,No,BATS,CEO,01/03/2011,01/04/2019,2953,8.090410959,2019,4,2,H1,Tobacco,Consumer,Internal,34743774160,86812799611,2019 H1,1
FTSE 100,UK,Gavin Echlin Patterson,6069005251,606900,5251,Male,BT GROUP PLC,No,"BT., BT.A",CEO,10/09/2013,31/01/2019,1969,5.394520548,2019,1,1,H1,Telecommunication Services,Technology,Internal,27418167000,12908171323,2019 H1,1
FTSE 100,UK,Jeffrey (Jeff) Fairburn,48539024211,485390,24211,Male,PERSIMMON PLC,No,PSN,Group CEO,18/04/2013,31/12/2018,2083,5.706849315,2018,12,4,H2,Construction & Building Materials,Industrial & Natural Resources,Internal,4884067770,4617932622,2018 H2,1
FTSE 100,UK,Paulus (Paul) Gerardus Polman,36007631746,360076,31746,Male,UNILEVER PLC,Yes,"ULVR, UNA",CEO,01/01/2009,31/12/2018,3651,10.00273973,2018,12,4,H2,Food Producers & Processors,Consumer,Internal,59656152505,2.34069E+11,2018 H2,1
FTSE 100,UK,Paul Moraviec,8.30436E+12,830436,2550873,Male,CONVATEC GROUP PLC,No,CTEC,CEO,26/10/2016,14/10/2018,718,1.967123288,2018,10,4,H2,Health,Healthcare,Internal,2038300000,4870755197,2018 H2,1
FTSE 100,UK,Mark Andrew Wilson,4848496434,484849,6434,Male,AVIVA PLC (CGNU plc prior to 07/2002),No,AV.,Group CEO,01/01/2013,09/10/2018,2107,5.77260274,2018,10,4,H2,Life Assurance,Financial Services,Internal,26240450520,14045978112,2018 H2,1
FTSE 100,UK,Vittorio Amedeo Colao,1149332876,11493,32876,Male,VODAFONE GROUP PLC (Vodafone Airtouch PLC prior to 07/2000),No,VOD,Group Chief Executive,29/07/2008,30/09/2018,3715,10.17808219,2018,9,3,H2,Telecommunication Services,Technology,Internal,50470370158,33765973073,2018 H2,1
FTSE 100,UK,Stephen Paul Kelly,33028526856,330285,26856,Male,SAGE GROUP PLC,No,SGE,CEO,05/11/2014,31/08/2018,1395,3.821917808,2018,8,3,H2,Software & Computer Services,Technology,External,2487891120,8123269621,2018 H2,1
FTSE 100,UK,Doctor Olivier Jean Bohuon,53625928295,536259,28295,Male,SMITH & NEPHEW PLC,No,SN.,CEO,14/04/2011,07/05/2018,2580,7.068493151,2018,5,2,H1,Health,Healthcare,External,5212000000,10432299886,2018 H1,1
FTSE 100,UK,Sir Martin Stuart Sorrell,564433762,5644,33762,Male,WPP PLC (WPP Group prior to 11/2008),No,WPP,Group CEO,01/01/1986,14/04/2018,11791,32.30410959,2018,4,2,H1,Media & Entertainment,Consumer,Internal,17316560014,9837824984,2018 H1,1
FTSE 100,UK,Stuart Thomson Gulliver,45542815160,455428,15160,Male,HSBC HOLDINGS PLC,Yes,HSBA,Group Chief Executive,01/01/2011,20/02/2018,2607,7.142465753,2018,2,1,H1,Banks,Financial Services,Internal,63940000000,1.03279E+11,2018 H1,1
FTSE 100,UK,James Singer Kidd,10921443215,1092144,3215,Male,AVEVA GROUP PLC (Cadcentre Group prior to 07/2001),No,AVV,CEO,01/01/2017,19/02/2018,414,1.134246575,2018,2,1,H1,Software & Computer Services,Technology,Internal,1558693206,10607209298,2018 H1,1
FTSE 100,UK,Breon Thomas Corcoran,32764324858,327643,24858,Male,FLUTTER ENTERTAINMENT PLC (Paddy Power Betfair PLC prior to 05/2019),Yes,"FLTR, PPB",CEO,02/02/2016,07/01/2018,705,1.931506849,2018,1,1,H1,Leisure & Hotels,Consumer,Internal,8165409188,22052056175,2018 H1,1
FTSE 250,UK,James (Jim) Gordon North,1.25136E+12,1251355,940222,Male,FERREXPO PLC,No,FXPO,CEO,15/02/2022,30/06/2023,500,1.369863014,2023,6,2,H1,Steel & Other Metals,Industrial & Natural Resources,Internal,1248490000,679749455,2023 H1,1
FTSE 250,UK,David Michael Forde,1.39596E+12,1395963,580386,Male,C&C GROUP PLC,No,CCR,Group CEO,02/11/2020,19/05/2023,928,2.542465753,2023,5,2,H1,Beverages,Consumer,External,2180038006,613691074,2023 H1,1
FTSE 250,UK,Simon John Thompson,1.0956E+13,1095598,1993672,Male,INTERNATIONAL DISTRIBUTIONS SERVICES PLC (Royal Mail PLC prior to 10/2022),No,"IDS, RMG",CEO,11/01/2021,12/05/2023,851,2.331506849,2023,5,2,H1,Transport,Industrial & Natural Resources,Internal,14731618600,2800784624,2023 H1,1
FTSE 250,UK,Joanna (Jo) Christine Hallas,1.27039E+11,1270387,19280,Female,TYMAN PLC (Lupus Capital PLC prior to 02/2013),No,"LUP, TYMN",CEO,01/04/2019,06/04/2023,1466,4.016438356,2023,4,2,H1,Construction & Building Materials,Industrial & Natural Resources,External,865576125,631328557,2023 H1,1
FTSE 250,UK,Zillah Ellen Byng-Thorne,44952812682,449528,12682,Female,FUTURE PLC (Future Networks prior to 01/2005),No,FUTR,CEO,01/04/2014,31/03/2023,3286,9.002739726,2023,3,1,H1,Media & Entertainment,Consumer,Internal,921369258,1678162402,2023 H1,1
FTSE 250,UK,Erik Gunset Sønsterud,2.18297E+13,2182971,1635604,Male,CURRYS PLC (Dixons Carphone PLC prior to 09/2021),No,"CPW, CURY, DC.",International CEO,01/06/2019,16/03/2023,1384,3.791780822,2023,3,1,H1,General Retailers,Consumer,External,12755877120,819957698,2023 H1,1
FTSE 250,UK,Itai Pazner,1.94593E+12,1945934,737344,Male,888 HOLDINGS PLC,No,888,CEO,24/01/2019,30/01/2023,1467,4.019178082,2023,1,1,H1,Leisure Goods,Consumer,Internal,980100000,401851042,2023 H1,1
FTSE 250,UK,Penelope (Penny) Jane James,6.24169E+12,624169,1895154,Female,DIRECT LINE INSURANCE GROUP PLC,No,DLG,CEO,09/05/2019,27/01/2023,1359,3.723287671,2023,1,1,H1,Insurance,Financial Services,Internal,4393293698,2279409002,2023 H1,1
FTSE 250,UK,Duncan Anthony Painter,1.07035E+13,1070350,2406287,Male,ASCENTIAL PLC,No,ASCL,CEO,09/02/2016,25/01/2023,2542,6.964383562,2023,1,1,H1,Media & Entertainment,Consumer,External,472512082,1326259600,2023 H1,1
FTSE 250,UK,Simon John Thomson,5051635499,505163,5499,Male,CAPRICORN ENERGY PLC (Cairn Energy PLC prior to 12/2021),No,CNE,Chief Executive,01/07/2011,24/01/2023,4225,11.57534247,2023,1,1,H1,Oil & Gas,Industrial & Natural Resources,Internal,57100000,908557706,2023 H1,1
FTSE 250,UK,Paul Anthony Forman,31926610271,31926,610271,Male,ESSENTRA PLC (Filtrona PLC prior to 06/2013),No,"ESNT, FLTR",CEO,01/01/2017,31/12/2022,2190,6,2022,12,4,H2,Business Services,Technology,External,1298224578,877761460,2022 H2,1
FTSE 250,UK,The Hon. Rupert Christopher Soames,5459627643,54596,27643,Male,SERCO GROUP PLC,No,SRP,Group CEO,01/05/2014,31/12/2022,3166,8.673972603,2022,12,4,H2,Business Services,Technology,External,5985333404,2103246200,2022 H2,1
FTSE 250,UK,Stephen (Steve) John Ingham,1402720534,14027,20534,Male,PAGEGROUP PLC (Michael Page International PLC prior to 06/2016),No,"MPI, PAGE",CEO,06/04/2006,31/12/2022,6113,16.74794521,2022,12,4,H2,Business Services,Technology,Internal,2223552847,1925861531,2022 H2,1
FTSE 250,UK,Gavin Slark,2741070493,27410,70493,Male,GRAFTON GROUP PLC,No,GFTU,Group CEO,01/07/2011,28/11/2022,4168,11.41917808,2022,11,4,H2,Construction & Building Materials,Industrial & Natural Resources,External,2854158300,2539040698,2022 H2,1
FTSE 250,UK,Doctor Paul William Feeney,1.19888E+13,1198883,2830562,Male,QUILTER PLC,No,QLT,CEO,25/06/2018,31/10/2022,1589,4.353424658,2022,10,4,H2,Speciality & Other Finance,Financial Services,External,6338939640,1602872820,2022 H2,1
FTSE 250,UK,Ágúst Gudmundsson,6.52394E+12,652394,2729281,Male,BAKKAVOR GROUP PLC,No,BAKK,Group CEO,16/11/2017,31/10/2022,1810,4.95890411,2022,10,4,H2,Food Producers & Processors,Consumer,Internal,2507476100,828739782,2022 H2,1
FTSE 250,UK,Dominic Paul,10824409494,1082440,9494,Male,DOMINO'S PIZZA GROUP PLC,No,DOM,CEO,01/05/2020,10/10/2022,892,2.443835616,2022,10,4,H2,Leisure & Hotels,Consumer,External,751331800,1204170217,2022 H2,1
FTSE 250,UK,Andrew James Formica,4.86341E+12,486341,1044453,Male,JUPITER FUND MANAGEMENT PLC (Jupiter Investment Management Holdings Ltd prior to 06/2010),No,JUP,CEO,01/03/2019,01/10/2022,1310,3.589041096,2022,10,4,H2,Speciality & Other Finance,Financial Services,External,835722772,725872595,2022 H2,1
FTSE 250,UK,Andrew (Andy) James Bell,1.44849E+13,1448493,2958982,Male,AJ BELL PLC,No,AJB,CEO,07/12/2018,01/10/2022,1394,3.819178082,2022,10,4,H2,Speciality & Other Finance,Financial Services,Internal,196532616,1547094074,2022 H2,1
FTSE 250,UK,Friedrich (Fritz) Peter Joussen,49351925007,493519,25007,Male,TUI AG (Preussag prior to 06/2002),No,TUI,CEO,13/02/2013,30/09/2022,3516,9.632876712,2022,9,3,H2,Leisure & Hotels,Consumer,Internal,5479824655,2938874918,2022 H2,1
FTSE 250,UK,Arnold Wayne Donald,3526423545,35264,23545,Male,CARNIVAL PLC (P&O Princess Cruises prior to 04/2003),No,CCL,President/CEO/Chief Climate Officer,03/07/2013,01/08/2022,3316,9.084931507,2022,8,3,H2,Leisure & Hotels,Consumer,External,1908000000,1495987106,2022 H2,1
FTSE 250,UK,William (Will) Penfold Wyatt,2753795526,275379,5526,Male,CALEDONIA INVESTMENTS PLC,No,CLDN,CEO,21/07/2010,27/07/2022,4389,12.02465753,2022,7,3,H2,Investment Companies,Financial Services,Internal,824649042,2170133797,2022 H2,1
FTSE 250,UK,Paul Simmons,1.75103E+11,1751027,14801,Male,HILL & SMITH PLC (Hill & Smith Hldgs PLC prior to 11/2022),No,HILS,Group CEO,12/11/2020,18/07/2022,613,1.679452055,2022,7,3,H2,Engineering & Machinery,Industrial & Natural Resources,External,953681700,945256564,2022 H2,1
FTSE 250,UK,Robin Watson,1.12382E+11,1123821,70501,Male,JOHN WOOD GROUP PLC,No,WG.,Group Chief Executive,01/01/2016,01/07/2022,2373,6.501369863,2022,7,3,H2,Oil & Gas,Industrial & Natural Resources,Internal,6400600000,1190573176,2022 H2,1
FTSE 250,UK,Adam Howard Palser,1.08284E+12,1082840,621767,Male,NCC GROUP PLC,No,NCC,CEO,01/12/2017,17/06/2022,1659,4.545205479,2022,6,2,H1,Software & Computer Services,Technology,External,396755032,677547817,2022 H1,1
FTSE 250,UK,Peter Paul Pritchard,1.0002E+13,1000199,2053199,Male,PETS AT HOME GROUP PLC,No,PETS,Group CEO,27/04/2018,31/05/2022,1495,4.095890411,2022,5,2,H1,General Retailers,Consumer,Internal,1732933356,1640857501,2022 H1,1
FTSE 250,UK,Stephen (Steve) Joseph Rowe,45709819692,457098,19692,Male,MARKS & SPENCER GROUP PLC,No,MKS,CEO,02/04/2016,25/05/2022,2244,6.147945205,2022,5,2,H1,General Retailers,Consumer,Internal,14275046693,2404288954,2022 H1,1
FTSE 250,UK,Doctor Sigurdur (Siggi) Oli Olafsson,1.08584E+12,1085844,804937,Male,HIKMA PHARMACEUTICALS PLC,No,HIK,CEO,20/02/2018,24/05/2022,1554,4.257534247,2022,5,2,H1,Pharmaceuticals and Biotechnology,Healthcare,External,2553000000,3188564388,2022 H1,1
FTSE 250,UK,Roger Whiteside,60331813889,603318,13889,Male,GREGGS PLC,No,GRG,Chief Executive,04/02/2013,17/05/2022,3389,9.284931507,2022,5,2,H1,Food & Drug Retailers,Consumer,External,1663464378,2297804561,2022 H1,1
FTSE 250,UK,Tobias Karl Moers,1.33497E+13,1334971,2924599,Male,ASTON MARTIN LAGONDA GLOBAL HOLDINGS PLC,No,AML,CEO,01/08/2020,04/05/2022,641,1.756164384,2022,5,2,H1,Automobiles & Parts,Industrial & Natural Resources,External,1481656122,819339137,2022 H1,1
FTSE 250,UK,Kashyap (Kash) Pandya,3.34004E+12,334004,3096073,Male,HELIOS TOWERS PLC,No,HTWS,CEO,15/10/2019,28/04/2022,926,2.536986301,2022,4,2,H1,Telecommunication Services,Technology,External,449100000,1327157667,2022 H1,1
FTSE 250,UK,Martin Keith Payne,1.1123E+13,1112301,2061251,Male,GENUIT GROUP PLC (Polypipe Group PLC prior to 04/2021),No,"GEN, PLP",CEO,02/10/2017,28/02/2022,1610,4.410958904,2022,2,1,H1,Construction & Building Materials,Industrial & Natural Resources,Internal,803933382,702595064,2022 H1,1
FTSE 250,UK,Iain Duncan McPherson,1.38535E+13,1385346,2411037,Male,COUNTRYSIDE PARTNERSHIPS PLC (Countryside Properties PLC prior to 01/2022),No,CSP,Group CEO,01/01/2020,13/01/2022,743,2.035616438,2022,1,1,H1,Construction & Building Materials,Industrial & Natural Resources,Internal,1848263208,1192175600,2022 H1,1
FTSE 250,UK,Kevin George Hostetler,1.07421E+11,1074209,26583,Male,ROTORK PLC,No,ROR,CEO,12/03/2018,10/01/2022,1400,3.835616438,2022,1,1,H1,Engineering & Machinery,Industrial & Natural Resources,External,769925498,2816186284,2022 H1,1
FTSE 250,UK,Simon Mark Smith,1.40566E+13,1405662,2123941,Male,SSP GROUP PLC,No,SSPG,Group CEO,01/06/2019,31/12/2021,944,2.58630137,2021,12,4,H2,Leisure & Hotels,Consumer,Internal,1124268024,1848321414,2021 H2,1
FTSE 250,UK,Bronislaw (Bronek) Edmund Masojada,8377895736,8377,895736,Male,HISCOX LTD (Hiscox PLC prior to 12/2006),No,HSX,Group CEO,01/01/2000,31/12/2021,8035,22.01369863,2021,12,4,H2,Insurance,Financial Services,Internal,3027900000,3912124482,2021 H2,1
FTSE 250,UK,Calum Grigor MacLean,1.01726E+11,1017255,34019,Male,SYNTHOMER PLC (Yule Catto & Co PLC prior to 12/2012),No,"SYNT, YULC",CEO/Division Interim President,22/01/2015,01/11/2021,2475,6.780821918,2021,11,4,H2,Chemicals,Industrial & Natural Resources,External,3151207830,592343080,2021 H2,1
FTSE 250,UK,Nicholas (Nick) Timothy Beighton,3344772809,334477,2809,Male,ASOS PLC (AsSeenOnScreen Holdings PLC prior to 08/2003),No,ASC,CEO,02/09/2015,11/10/2021,2231,6.112328767,2021,10,4,H2,General Retailers,Consumer,Internal,5378775435,676840357,2021 H2,1
FTSE 250,UK,Alan (AJ) John Aubrey,32842459765,328424,59765,Male,IP GROUP PLC (IP2IPO Group PLC prior to 04/2006),No,IPO,CEO,01/01/2006,06/10/2021,5757,15.77260274,2021,10,4,H2,Speciality & Other Finance,Financial Services,Internal,688409386,793242699,2021 H2,1
FTSE 250,UK,William (Bill) Lawrence Kozyra,3.38999E+12,338999,2717732,Male,TI FLUID SYSTEMS PLC,No,TIFS,President/CEO,25/10/2017,01/10/2021,1437,3.936986301,2021,10,4,H2,Automobiles & Parts,Industrial & Natural Resources,Internal,3363194655,811124303,2021 H2,1
FTSE 250,UK,Matthew Gregory,1.11237E+11,1112368,11968,Male,FIRSTGROUP PLC (Firstbus PLC prior to 12/1997),No,FGP,Chief Executive,13/11/2018,13/09/2021,1035,2.835616438,2021,9,3,H2,Transport,Industrial & Natural Resources,Internal,7367778000,867944715,2021 H2,1
FTSE 250,UK,David Andrew Horton,2.03796E+11,203796,110151,Male,BEAZLEY PLC (Beazley Group PLC prior to 06/2009),No,BEZ,CEO,01/09/2008,31/03/2021,4594,12.58630137,2021,3,1,H1,Insurance,Financial Services,Internal,3346300000,4539012559,2021 H1,1
FTSE 250,UK,Clare Elizabeth Gilmartin,1.33658E+13,1336582,3047692,Female,TRAINLINE PLC,No,TRN,CEO,21/06/2019,28/02/2021,618,1.693150685,2021,2,1,H1,Leisure & Hotels,Consumer,External,252978790,1667807597,2021 H1,1
FTSE 250,UK,Simon Mark Haslam,1.6727E+13,1672703,3020952,Male,NETWORK INTERNATIONAL HOLDINGS PLC,No,NETW,Group CEO,10/04/2019,31/01/2021,662,1.81369863,2021,1,1,H1,Business Services,Technology,External,352245000,2144222964,2021 H1,1
FTSE 250,UK,Ayman Asfari,37723068259,377230,68259,Male,PETROFAC LTD,No,PFC,Group Chief Executive,11/01/2002,31/12/2020,6929,18.98356164,2020,12,4,H2,Oil & Gas,Industrial & Natural Resources,Internal,3057000000,710837081,2020 H2,1
FTSE 250,UK,Andreas D Athanassopoulos,1.00789E+13,1007888,1635604,Male,CURRYS PLC (Dixons Carphone PLC prior to 09/2021),No,"CPW, CURY, DC.",CEO/Chief Customer Officer,01/05/2018,01/12/2020,945,2.589041096,2020,12,4,H2,General Retailers,Consumer,External,12755877120,810116788,2020 H2,1
FTSE 250,UK,Derek William Muir,22051914801,220519,14801,Male,HILL & SMITH PLC (Hill & Smith Hldgs PLC prior to 11/2022),No,HILS,Group CEO,11/05/2007,12/11/2020,4934,13.51780822,2020,11,4,H2,Engineering & Machinery,Industrial & Natural Resources,Internal,953681700,945256564,2020 H2,1
FTSE 250,UK,David John Atkins,48459514243,484595,14243,Male,HAMMERSON PLC,No,HMSO,Chief Executive,01/10/2009,02/11/2020,4050,11.09589041,2020,11,4,H2,Real Estate,Financial Services,Internal,182349352,1157936146,2020 H2,1
FTSE 250,UK,Preben Prebensen,3101517091,310151,7091,Male,CLOSE BROTHERS GROUP PLC,No,CBG,CEO,01/04/2009,21/09/2020,4191,11.48219178,2020,9,3,H2,Speciality & Other Finance,Financial Services,External,1140179161,1768888174,2020 H2,1
FTSE 250,UK,Archibald (Archie) Anderson Bethel,5514813370,551481,3370,Male,BABCOCK INTERNATIONAL GROUP PLC,No,"BAB, BABK",Group Chief Executive,01/09/2016,14/09/2020,1474,4.038356164,2020,9,3,H2,Aerospace & Defence,Industrial & Natural Resources,Internal,5393949036,1548321504,2020 H2,1
FTSE 250,UK,Norman Keith Skeoch,49495651578,494956,51578,Male,ABRDN PLC (Standard Life Aberdeen PLC prior to 07/2021),No,"ABDN, SLA",Group CEO,05/08/2015,01/09/2020,1854,5.079452055,2020,9,3,H2,Speciality & Other Finance,Financial Services,Internal,2087277820,4308524724,2020 H2,1
FTSE 250,UK,Mark Peter Lewis,1.25331E+12,1253308,946004,Male,MONEYSUPERMARKET.COM GROUP PLC,No,MONY,CEO,10/04/2017,31/08/2020,1239,3.394520548,2020,8,3,H2,Media & Entertainment,Consumer,Internal,428412758,1120066114,2020 H2,1
FTSE 250,UK,Dean Kendal Finch,18386621592,183866,21592,Male,NATIONAL EXPRESS GROUP PLC,No,NEX,Group CEO,15/02/2010,31/08/2020,3850,10.54794521,2020,8,3,H2,Transport,Industrial & Natural Resources,External,2935851622,1178150591,2020 H2,1
FTSE 250,UK,Christopher (Chris) Loughlin,33763524091,337635,24091,Male,PENNON GROUP PLC,No,PNN,Group CEO,01/01/2016,31/07/2020,1673,4.583561644,2020,7,3,H2,Utilities - Other,Industrial & Natural Resources,Internal,1041890346,2572203644,2020 H2,1
FTSE 250,UK,Doctor Stefan Bomhard,1.2064E+11,1206403,15767,Male,INCHCAPE PLC,No,INCH,Group CEO,01/04/2015,30/06/2020,1917,5.252054795,2020,6,2,H1,Automobiles & Parts,Industrial & Natural Resources,External,10335068874,3522585686,2020 H1,1
FTSE 250,UK,Shaun Thaxter,1.49189E+13,1491889,2200546,Male,INDIVIOR PLC,No,INDV,CEO,23/12/2014,27/06/2020,2013,5.515068493,2020,6,2,H1,Pharmaceuticals and Biotechnology,Healthcare,Internal,791000000,2650260577,2020 H1,1
FTSE 250,UK,Doctor Andrew (Andy) Charles Palmer,6.44555E+12,644555,2924599,Male,ASTON MARTIN LAGONDA GLOBAL HOLDINGS PLC,No,AML,President/Group CEO,08/10/2018,25/05/2020,595,1.630136986,2020,5,2,H1,Automobiles & Parts,Industrial & Natural Resources,External,1481656122,819339137,2020 H1,1
FTSE 250,UK,Rico Herr Back,1.34184E+13,1341843,1993672,Male,INTERNATIONAL DISTRIBUTIONS SERVICES PLC (Royal Mail PLC prior to 10/2022),No,"IDS, RMG",Group CEO,01/06/2018,15/05/2020,714,1.956164384,2020,5,2,H1,Transport,Industrial & Natural Resources,Internal,16760772000,2079559856,2020 H1,1
FTSE 250,UK,David James Wild,6256479494,625647,9494,Male,DOMINO'S PIZZA GROUP PLC,No,DOM,CEO,30/04/2014,01/05/2020,2193,6.008219178,2020,5,2,H1,Leisure & Hotels,Consumer,External,751331800,1099626225,2020 H1,1
FTSE 250,UK,Asaf Elimelech,1.67356E+13,1673562,1967720,Male,PLUS500 LIMITED,No,PLUS,CEO,30/04/2016,20/04/2020,1451,3.975342466,2020,4,2,H1,Speciality & Other Finance,Financial Services,Internal,718700000,2006234756,2020 H1,1
FTSE 250,UK,Hendrik Jacobus Du Toit,1.00906E+11,1009055,16872,Male,INVESTEC PLC,No,"INL, INVP, INVR",Joint Group CEO,01/10/2018,16/03/2020,532,1.457534247,2020,3,1,H1,Speciality & Other Finance,Financial Services,Internal,2617356632,5364879929,2020 H1,1
FTSE 250,UK,Doctor George (Alex) Antonios Kanellis,3117923891,31179,23891,Male,PZ CUSSONS PLC,No,PZC,CEO,01/06/2006,31/01/2020,4992,13.67671233,2020,1,1,H1,Clothing & Personal Products,Consumer,Internal,747129552,977856424,2020 H1,1
FTSE 250,UK,Stephen Glancey,4.56479E+11,456478,580386,Male,C&C GROUP PLC,No,CCR,Group CEO,01/01/2012,15/01/2020,2936,8.043835616,2020,1,1,H1,Beverages,Consumer,Internal,2014805915,712092202,2020 H1,1
FTSE 250,UK,Ian Calvert Sutcliffe,5.03109E+12,503109,2411037,Male,COUNTRYSIDE PARTNERSHIPS PLC (Countryside Properties PLC prior to 01/2022),No,CSP,Group CEO,12/02/2016,01/01/2020,1419,3.887671233,2020,1,1,H1,Construction & Building Materials,Industrial & Natural Resources,Internal,1848263208,1230562217,2020 H1,1
FTSE 250,UK,Andrew Pardey,8.7983E+11,879829,790699,Male,CENTAMIN PLC,No,CEY,CEO,01/02/2015,13/12/2019,1776,4.865753425,2019,12,4,H2,Mining,Industrial & Natural Resources,Internal,733306000,1156099938,2019 H2,1
