index,country,person_name,unique_id,individual_id,company_id,gender,company_name,dual_listed,ticker,role_name,role_start_date,role_end_date,tenure_days,tenure_year,start_year,start_month,start_quarter,start_half,sector_bx,industry,appointment,revenue,market_cap,half_year,count
FTSE 250,UK,Jonathan (Jon) Neal Steinberg,1.63666E+11,1636657,12682,Male,FUTURE PLC (Future Networks prior to 01/2005),No,FUTR,CEO,03/04/2023,08:29.6,108,0.295890411,2023,4,2,H1,Media & Entertainment,Consumer,External,921369258,1019145629,2023 H1,1
HANG SENG,Hong Kong,Jun Lei,5.96689E+12,596689,2838968,Male,XIAOMI CORP,No,1810,Chairman/CEO,09/07/2018,08:29.6,1837,5.032876712,2018,7,3,H2,Information Technology Hardware,Technology,External,40597640278,29108241780,2018 H2,1
HANG SENG,Hong Kong,Wai (Weber) Pak Lo,1.99727E+12,1997267,491583,Male,HANG LUNG PROPERTIES LTD (Amoy Properties Ltd prior to 01/2002),No,101,CEO,16/07/2018,08:29.6,1830,5.01369863,2018,7,3,H2,Real Estate,Financial Services,External,1324299962,6793219153,2018 H2,1
HANG SENG,Hong Kong,Xiaowen Huang,1.14333E+11,1143328,44325,Male,ORIENT OVERSEAS INTERNATIONAL LTD,No,316,CEO,03/08/2018,08:29.6,1812,4.964383562,2018,8,3,H2,Transport,Industrial & Natural Resources,External,19820188000,9485214423,2018 H2,1
HANG SENG,Hong Kong,Xing Wang,1.45762E+13,1457624,2920134,Male,MEITUAN (Meituan Dianping prior to 10/2020),No,3690,Chairman/CEO,20/09/2018,08:29.6,1764,4.832876712,2018,9,3,H2,Software & Computer Services,Technology,External,31886601198,86957516070,2018 H2,1
HANG SENG,Hong Kong,Huijuan Zhong,2.23853E+13,2238530,3045425,Female,HANSOH PHARMACEUTICAL GROUP COMPANY LTD,No,3692,ChairLady/CEO,14/06/2019,08:29.6,1497,4.101369863,2019,6,2,H1,Pharmaceuticals and Biotechnology,Healthcare,External,1563496857,9717032939,2019 H1,1
HANG SENG,Hong Kong,Takeshi Kosaka,1.25654E+13,1256541,1026616,Male,LI NING COMPANY LIMITED,No,2331,Joint CEO,02/09/2019,08:29.6,1417,3.882191781,2019,9,3,H2,Clothing & Personal Products,Consumer,External,3740685039,13724551638,2019 H2,1
HANG SENG,Hong Kong,Jan Eli Craps,1.87095E+13,1870954,3088145,Male,BUDWEISER BREWING COMPANY APAC LTD,No,1876,Co-Chair/CEO,30/09/2019,08:29.6,1389,3.805479452,2019,9,3,H2,Beverages,Consumer,External,6478000000,32626139245,2019 H2,1
HANG SENG,Hong Kong,Shunyan Zhu,2293656252,2293656,252,Male,ALIBABA HEALTH INFORMATION TECHNOLOGY LTD (CITIC 21CN Company Ltd prior to 10/2014),No,241,Chairman/CEO,16/03/2020,08:29.6,1221,3.345205479,2020,3,1,H1,Food & Drug Retailers,Consumer,External,3245457625,8088522693,2020 H1,1
HANG SENG,Hong Kong,Yuan Siong Lee,1.09314E+13,1093142,1670725,Male,AIA GROUP LTD,No,1299,Group Chief Executive/President,01/06/2020,08:29.6,1144,3.134246575,2020,6,2,H1,Life Assurance,Financial Services,External,36519000000,1.14381E+11,2020 H1,1
HANG SENG,Hong Kong,Nicolas Alejandro Aguzin,1.12259E+11,1122586,15033,Male,HONG KONG EXCHANGES & CLEARING LTD,No,388,CEO,24/05/2021,08:29.6,787,2.156164384,2021,5,2,H1,Speciality & Other Finance,Financial Services,External,2362161024,46988996880,2021 H1,1
HANG SENG,Hong Kong,Diana Ferreira Cesar,2.52539E+11,2525389,14279,Female,HANG SENG BANK LIMITED,No,11,Chief Executive,01/09/2021,08:29.6,687,1.882191781,2021,9,3,H2,Banks,Financial Services,External,6808747407,26678442882,2021 H2,1
HANG SENG,Hong Kong,Liehong Liu,11883166707,1188316,6707,Male,CHINA UNICOM (HONG KONG) LTD,No,762,Chairman/CEO,03/09/2021,08:29.6,685,1.876712329,2021,9,3,H2,Telecommunication Services,Technology,External,51455799829,20321928996,2021 H2,1
HANG SENG,Hong Kong,Liang Wang,1.39549E+13,1395485,1012561,Male,CHINA MERCHANTS BANK CO LTD,No,"3968, 600036",President/CEO,28/04/2023,08:29.6,83,0.22739726,2023,4,2,H1,Banks,Financial Services,Internal,49610492186,1.17779E+11,2023 H1,1
HANG SENG,Hong Kong,Yu Sun,1.96053E+13,1960532,1100290,Male,BOC HONG KONG HOLDINGS LTD,No,2388,Vice Chairman/CEO,23/12/2020,08:29.6,939,2.57260274,2020,12,4,H2,Banks,Financial Services,Internal,9156829665,30176248431,2020 H2,1
HANG SENG,Hong Kong,Doctor Chak-Pui (Jacob) Kam,1.0822E+11,1082195,21268,Male,MTR CORPORATION LTD,No,66,CEO,01/04/2019,08:29.6,1571,4.304109589,2019,4,2,H1,Transport,Industrial & Natural Resources,Internal,6119399809,27969687444,2019 H1,1
HANG SENG,Hong Kong,Cuilong Zhang,2.03044E+13,2030438,1651554,Male,CSPC PHARMACEUTICAL GROUP LTD (China Pharmaceutical Group Ltd prior to 03/2013),No,1093,Vice Chairman/CEO,21/05/2019,08:29.6,1521,4.167123288,2019,5,2,H1,Pharmaceuticals and Biotechnology,Healthcare,Internal,4484885332,10142597167,2019 H1,1
HANG SENG,Hong Kong,ZhiChao Zhang,13574256686,1357425,6686,Male,CHINA OVERSEAS LAND & INVESTMENTS LTD,No,688,CEO,11/02/2020,08:29.6,1255,3.438356164,2020,2,1,H1,Construction & Building Materials,Industrial & Natural Resources,Internal,26140998465,23129623885,2020 H1,1
HANG SENG,Hong Kong,Noel Paul Quinn,1.65075E+11,1650753,15160,Male,HSBC HOLDINGS PLC,Yes,HSBA,Group CEO,17/03/2020,08:29.6,1220,3.342465753,2020,3,1,H1,Banks,Financial Services,Internal,61596000000,1.54033E+11,2020 H1,1
HANG SENG,Hong Kong,Doctor Chi-Kong (Adrian) Cheng,79130422021,791304,22021,Male,NEW WORLD DEVELOPMENT CO LTD,No,17,Executive Vice Chairman/CEO,01/05/2020,08:29.6,1175,3.219178082,2020,5,2,H1,Diversified Industrials,Industrial & Natural Resources,Internal,8693171673,6058356272,2020 H1,1
HANG SENG,Hong Kong,Xin Dong,18783076682,1878307,6682,Male,CHINA MOBILE LTD,No,941,CEO,13/08/2020,08:29.6,1071,2.934246575,2020,8,3,H2,Telecommunication Services,Technology,Internal,1.35873E+11,1.67632E+11,2020 H2,1
HANG SENG,Hong Kong,Yinjang (Richard) Chen,1.53305E+13,1533053,1735604,Male,TINGYI (CAYMAN ISLANDS) HOLDING CORP,No,322,CEO,01/01/2021,08:29.6,930,2.547945205,2021,1,1,H1,Food Producers & Processors,Consumer,Internal,11411568604,8175696210,2021 H1,1
HANG SENG,Hong Kong,Robert (Rob) Glen Goldstein,3.73525E+12,373525,1634227,Male,SANDS CHINA LTD,No,1928,Chairman/CEO,27/01/2021,08:29.6,904,2.476712329,2021,1,1,H1,Leisure & Hotels,Consumer,Internal,1605000000,27600624535,2021 H1,1
HANG SENG,Hong Kong,Lijun (Gordon) Guo,1.48559E+13,1485585,2131881,Male,WH GROUP LTD,No,288,CEO,12/08/2021,08:29.6,707,1.936986301,2021,8,3,H2,Food Producers & Processors,Consumer,Internal,28136000000,6536525899,2021 H2,1
HANG SENG,Hong Kong,Ching Lau Hui,2.09707E+11,2097071,14659,Male,HENGAN INTERNATIONAL GROUP CO LTD,No,1044,CEO,18/08/2021,08:29.6,701,1.920547945,2021,8,3,H2,Clothing & Personal Products,Consumer,Internal,3278596317,4550006195,2021 H2,1
HANG SENG,Hong Kong,Enlin Jin,2.52693E+13,2526930,3311578,Male,JD HEALTH INTERNATIONAL INC,No,6618,CEO,06/09/2021,08:29.6,682,1.868493151,2021,9,3,H2,Health,Healthcare,Internal,4828479840,20296360707,2021 H2,1
HANG SENG,Hong Kong,Zhiren Lv,1.87631E+13,1876305,1013688,Male,CHINA SHENHUA ENERGY CO LTD,No,"1088, 601088",CEO,29/12/2021,08:29.6,568,1.556164384,2021,12,4,H2,Oil & Gas,Industrial & Natural Resources,Internal,49946529826,75370836961,2021 H2,1
HANG SENG,Hong Kong,Lijuan Yang,2.15184E+13,2151839,2921605,Female,HAIDILAO INTERNATIONAL HOLDING LTD,No,6862,CEO,01/03/2022,08:29.6,506,1.38630137,2022,3,1,H1,Leisure & Hotels,Consumer,Internal,6469751654,12050224679,2022 H1,1
HANG SENG,Hong Kong,Xuping Chen,2.5211E+13,2521096,1653174,Male,LONGFOR GROUP HOLDINGS LTD (Longfor Properties Co Ltd prior to 07/2018),No,960,Chairman/CEO,01/03/2022,08:29.6,506,1.38630137,2022,3,1,H1,Real Estate,Financial Services,Internal,36324118706,14812526443,2022 H1,1
HANG SENG,Hong Kong,Xinhuai Zhou,2.60774E+13,2607736,1014226,Male,CNOOC LTD,No,883,President/CEO,28/04/2022,08:29.6,448,1.22739726,2022,4,2,H1,Oil & Gas,Industrial & Natural Resources,Internal,61210169384,66050566457,2022 H1,1
HANG SENG,Hong Kong,S (Eric) Y Tse,2.22771E+13,2227708,1738591,Male,SINO BIOPHARMACEUTICAL LIMITED,No,1177,CEO,28/07/2022,08:29.6,357,0.978082192,2022,7,3,H2,Pharmaceuticals and Biotechnology,Healthcare,Internal,4172261311,8260037826,2022 H2,1
HANG SENG,Hong Kong,Xiaojing Wu,1.30904E+11,1309039,33860,Female,ENN ENERGY HOLDINGS LTD,No,2688,CEO,16/01/2023,08:29.6,185,0.506849315,2023,1,1,H1,Oil & Gas,Industrial & Natural Resources,Internal,15953959574,14059324281,2023 H1,1
HANG SENG,Hong Kong,Shixian Lai,1.05636E+13,1056361,1610608,Male,ANTA SPORTS PRODUCTS LTD,No,2020,Co-CEO,01/02/2023,08:29.6,169,0.463013699,2023,2,1,H1,Clothing & Personal Products,Consumer,Internal,7777720194,28739834774,2023 H1,1
HANG SENG,Hong Kong,Yonghua Wu,1.05636E+13,1056363,1610608,Male,ANTA SPORTS PRODUCTS LTD,No,2020,Co-CEO,01/02/2023,08:29.6,169,0.463013699,2023,2,1,H1,Clothing & Personal Products,Consumer,Internal,7777720194,28739834774,2023 H1,1
HANG SENG,Hong Kong,Ran (Sandy) Xu,2.28786E+13,2287858,2070096,Female,JD.COM INC,No,9618,CEO,11/05/2023,08:29.6,70,0.191780822,2023,5,2,H1,General Retailers,Consumer,Internal,15167155999,47344618140,2023 H1,1
Nifty 50,India,Salil S Parekh,48964215986,489642,15986,Male,INFOSYS LTD,No,"INFOSYSTCH, INFY",CEO/MD,02/01/2018,08:29.6,2025,5.547945205,2018,1,1,H1,Software & Computer Services,Technology,External,18193391101,67330762830,2018 H1,1
Nifty 50,India,Shri Amitabh Chaudhry,1.28049E+13,1280489,1067959,Male,AXIS BANK LTD,No,AXISBANK,CEO/MD,01/01/2019,08:29.6,1661,4.550684932,2019,1,1,H1,Banks,Financial Services,External,11343551656,36562031074,2019 H1,1
Nifty 50,India,Sunil Alaric D'Souza,1.53935E+11,1539345,30014,Male,TATA CONSUMER PRODUCTS LTD (Tata Global Beverage Ltd prior to 02/2020),No,"TATACONSUM, TATAGLOBAL, TATATEA",CEO/MD,04/04/2020,08:29.6,1202,3.293150685,2020,4,2,H1,Beverages,Consumer,External,1698255950,9486042632,2020 H1,1
Nifty 50,India,Mahesh Kumar Sharma,2.29829E+13,2298288,2824161,Male,SBI LIFE INSURANCE COMPANY LTD,No,SBILIFE,CEO/MD,09/05/2020,08:29.6,1167,3.197260274,2020,5,2,H1,Life Assurance,Financial Services,External,10936911728,15628189757,2020 H1,1
Nifty 50,India,Thierry Delaporte,1.29136E+11,1291360,33593,Male,WIPRO LTD,No,WIPRO,CEO/MD,06/07/2020,08:29.6,1109,3.038356164,2020,7,3,H2,Software & Computer Services,Technology,External,10719035940,26259802742,2020 H2,1
Nifty 50,India,Rajneet Singh Kohli,2.19269E+11,2192686,45677,Male,BRITANNIA INDUSTRIES LIMITED,No,BRITANNIA,CEO,26/09/2022,08:29.6,297,0.81369863,2022,9,3,H2,Food Producers & Processors,Consumer,External,1891477805,15060276916,2022 H2,1
Nifty 50,India,Shri Arun Kumar Singh,1.13204E+12,1132039,813161,Male,OIL & NATURAL GAS CORPORATION LIMITED (ONGC LTD),No,ONGC,Chairman/CEO,24/01/2023,08:29.6,177,0.484931507,2023,1,1,H1,Oil & Gas,Industrial & Natural Resources,External,71027050695,24260057101,2023 H1,1
Nifty 50,India,Hisashi Takeuchi,2.19623E+12,2196233,816924,Male,MARUTI SUZUKI INDIA LTD,No,MARUTI,CEO/MD,01/04/2022,08:29.6,475,1.301369863,2022,4,2,H1,Automobiles & Parts,Industrial & Natural Resources,Internal,11865230848,35994722309,2022 H1,1
Nifty 50,India,Shrimati Vibha Umesh Padalkar,1.35714E+13,1357141,2824087,Female,HDFC LIFE INSURANCE COMPANY LTD (HDFC Standard Life Insurance Company Ltd prior to 01/2019),No,HDFCLIFE,CEO/MD,12/09/2018,08:29.6,1772,4.854794521,2018,9,3,H2,Life Assurance,Financial Services,Internal,8833536782,17156899309,2018 H2,1
Nifty 50,India,Sandeep Bakhshi,74518015430,745180,15430,Male,ICICI BANK LTD,No,ICICIBANK,CEO/MD,15/10/2018,08:29.6,1739,4.764383562,2018,10,4,H2,Banks,Financial Services,Internal,20751763992,80957766652,2018 H2,1
Nifty 50,India,Erez Israeli,13201319584,1320131,9584,Male,DR REDDY'S LABORATORIES LTD,No,DRREDDY,CEO,01/08/2019,08:29.6,1449,3.969863014,2019,8,3,H2,Pharmaceuticals and Biotechnology,Healthcare,Internal,2992863228,10518316739,2019 H2,1
Nifty 50,India,Kiran Satchandra Divi,7.56021E+12,756021,1215161,Male,DIVI'S LABORATORIES LTD,No,DIVISLAB,CEO,04/01/2020,08:29.6,1293,3.542465753,2020,1,1,H1,Pharmaceuticals and Biotechnology,Healthcare,Internal,1195249989,11946764525,2020 H1,1
Nifty 50,India,Sumant Kathpalia,1.11494E+12,1114935,920286,Male,INDUSIND BANK LTD,No,INDUSINDBK,CEO/MD,24/03/2020,08:29.6,1213,3.323287671,2020,3,1,H1,Banks,Financial Services,Internal,5035927335,13023261098,2020 H1,1
Nifty 50,India,Amit Syngle,1.54179E+12,1541791,854285,Male,ASIAN PAINTS LTD,No,ASIANPAINT,CEO/MD,01/04/2020,08:29.6,1205,3.301369863,2020,4,2,H1,Chemicals,Industrial & Natural Resources,Internal,4245027619,39290074936,2020 H1,1
Nifty 50,India,Sashidhar (Sashi) Jagdishan,62407614472,624076,14472,Male,HDFC BANK LTD,No,HDFCBANK,CEO/MD,27/10/2020,08:29.6,996,2.728767123,2020,10,4,H2,Banks,Financial Services,Internal,22089988100,1.13158E+11,2020 H2,1
Nifty 50,India,Doctor Anish Dilip Shah,1.19401E+11,1194009,19464,Male,MAHINDRA & MAHINDRA LTD,No,M&M,CEO/MD,02/04/2021,08:29.6,839,2.298630137,2021,4,2,H1,Engineering & Machinery,Industrial & Natural Resources,Internal,12000985913,23277768808,2021 H1,1
Nifty 50,India,Manish Jain,1.40071E+13,1400712,1013896,Male,BAJAJ FINANCE LTD,No,BAJFINANCE,CEO,01/10/2021,08:29.6,657,1.8,2021,10,4,H2,Speciality & Other Finance,Financial Services,Internal,4167891787,56831242018,2021 H2,1
Nifty 50,India,Hari Krishna Agarwal,1.61576E+11,1615759,13789,Male,GRASIM INDUSTRIES LTD,No,GRASIM,CEO/MD,01/12/2021,08:29.6,596,1.632876712,2021,12,4,H2,Diversified Industrials,Industrial & Natural Resources,Internal,12714601674,14076819524,2021 H2,1
Nifty 50,India,Shri Dinesh Kumar Khara,1.35108E+11,1351080,29129,Male,STATE BANK OF INDIA,No,SBIN,Chairman/CEO,01/01/2023,08:29.6,200,0.547945205,2023,1,1,H1,Banks,Financial Services,Internal,57620050191,64091043716,2023 H1,1
Nifty 50,India,Niranjan Kumar Gupta,1.85809E+13,1858089,1013775,Male,HERO MOTOCORP LTD,No,"HEROHONDA, HEROMOTOCO",CEO,01/05/2023,08:29.6,80,0.219178082,2023,5,2,H1,Automobiles & Parts,Industrial & Natural Resources,Internal,3965806980,6899134589,2023 H1,1
Nifty 50,India,Rohit Jawa,1.34171E+11,1341713,42224,Male,HINDUSTAN UNILEVER LTD,No,HINDUNILVR,CEO/MD,27/06/2023,08:29.6,23,0.063013699,2023,6,2,H1,Food Producers & Processors,Consumer,Internal,7436177972,77386028394,2023 H1,1
Nifty 50,India,Jayant Acharya,7.77417E+12,777417,1261503,Male,JSW STEEL LTD (Jindal Vijayanagar Steel Ltd prior to 06/2005),No,JSWSTEEL,Joint MD/CEO,19/05/2023,08:29.6,62,0.169863014,2023,5,2,H1,Steel & Other Metals,Industrial & Natural Resources,Internal,1948266571,23126686842,2023 H1,1
Nifty 50,India,K (Krithi) Krithivasan,8.61563E+11,861563,466848,Male,TATA CONSULTANCY SERVICES LTD,No,TCS,CEO/MD,01/06/2023,08:29.6,49,0.134246575,2023,6,2,H1,Business Services,Technology,Internal,27862783853,1.4362E+11,2023 H1,1
Nifty 50,India,Mohit Joshi,1.39997E+12,1399970,863424,Male,TECH MAHINDRA LTD,No,TECHM,CEO/MD Designate,20/06/2023,08:29.6,30,0.082191781,2023,6,2,H1,Telecommunication Services,Technology,External,6603995991,13864686577,2023 H1,1
Nifty 50,India,Michael (Mike) J Frank,1.32631E+11,1326312,32141,Male,UPL LTD (United Phosphorus Ltd prior to 10/2013),No,"UNIPHOS, UPL",CEO,01/06/2023,08:29.6,49,0.134246575,2023,6,2,H1,Chemicals,Industrial & Natural Resources,Internal,6128065149,6338576672,2023 H1,1
Nikkei 225,Japan,Hiroya Masuda,1.45093E+13,1450934,2359978,Male,JAPAN POST HOLDINGS CO LTD,No,6178,President/CEO (Representative Executive Officer),06/01/2020,08:29.6,1291,3.536986301,2020,1,1,H1,Transport,Industrial & Natural Resources,External,92787466478,25250310110,2020 H1,1
Nikkei 225,Japan,Takeshi Idezawa,1.74767E+11,1747669,33916,Male,Z HOLDINGS CORP (Yahoo Japan Corp prior to 10/2019),No,4689,Co-CEO (Representative Director),01/03/2021,08:29.6,871,2.38630137,2021,3,1,H1,Software & Computer Services,Technology,External,11213379327,19817786284,2021 H1,1
Nikkei 225,Japan,Jean-Marc Gilson,1.6697E+11,1669697,20848,Male,MITSUBISHI CHEMICAL GROUP CORP (Mitsubishi Chemical Holdings Corp prior to 07/2022),No,4188,President/CEO (Representative Corporate Executive Officer),01/04/2021,08:29.6,840,2.301369863,2021,4,2,H1,Chemicals,Industrial & Natural Resources,External,32672561062,9018272218,2021 H1,1
Nikkei 225,Japan,Naoki Okamura,1.46662E+11,1466617,33926,Male,ASTELLAS PHARMA INC (Yamanouchi Pharmaceutical Co prior to 04/2005),No,4503,President/CEO/CFO (Representative Director),01/04/2023,08:29.6,110,0.301369863,2023,4,2,H1,Pharmaceuticals and Biotechnology,Healthcare,Internal,10648609125,26969491809,2023 H1,1
Nikkei 225,Japan,Yuichi Masuda,13811255992,1381125,5992,Male,CASIO COMPUTER CO LTD,No,6952,President/CEO/Chief Human Resources Officer,01/04/2023,08:29.6,110,0.301369863,2023,4,2,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,2072947886,2046426731,2023 H1,1
Nikkei 225,Japan,Hidetoshi Shibata,1.34064E+13,1340636,1673307,Male,RENESAS ELECTRONICS CORP (NEC Electronics Corp prior to 04/2010),No,6723,Chairman/President/CEO (Representative Director),01/07/2019,08:29.6,1480,4.054794521,2019,7,3,H2,Information Technology Hardware,Technology,Internal,8639454636,36919801574,2019 H2,1
Nikkei 225,Japan,Kaoru Ino,1.25812E+13,1258118,1380755,Male,DIC CORPORATION (Dainippon Ink and Chemicals Inc prior to 04/2008),No,4631,President/CEO (Representative Director),01/01/2018,08:29.6,2026,5.550684932,2018,1,1,H1,Chemicals,Industrial & Natural Resources,Internal,8039941621,1751741475,2018 H1,1
Nikkei 225,Japan,Masamichi Terabatake,1.1245E+11,1124496,17323,Male,JAPAN TOBACCO INC,No,2914,President/CEO (Representative Director),01/01/2018,08:29.6,2026,5.550684932,2018,1,1,H1,Tobacco,Consumer,Internal,20270151629,43419368593,2018 H1,1
Nikkei 225,Japan,Yoshihiro Hidaka,1.39939E+11,1399389,33923,Male,YAMAHA MOTOR CO LTD,No,7272,President/CEO (Representative Director),01/01/2018,08:29.6,2026,5.550684932,2018,1,1,H1,Automobiles & Parts,Industrial & Natural Resources,Internal,15746876033,9977031521,2018 H1,1
Nikkei 225,Japan,Yuko Nagata,2.72806E+11,2728057,33916,Male,Z HOLDINGS CORP (Yahoo Japan Corp prior to 10/2019),No,4689,Executive VP/Co-CEO,01/04/2018,08:29.6,1936,5.304109589,2018,4,2,H1,Software & Computer Services,Technology,Internal,11213379327,19817786284,2018 H1,1
Nikkei 225,Japan,Makoto Takahashi,1.13868E+11,1138684,17759,Male,KDDI CORP (DDI Corp prior to 04/2001),No,9433,President/CEO (Representative Director),01/04/2018,08:29.6,1936,5.304109589,2018,4,2,H1,Telecommunication Services,Technology,Internal,44747353930,69731870001,2018 H1,1
Nikkei 225,Japan,Hiroshi Nomura,1.35172E+13,1351718,1627888,Male,SUMITOMO PHARMA CO LTD (Sumitomo Dainippon Pharma Co Ltd prior to 04/2022),No,4506,President/CEO (Representative Director),01/04/2018,08:29.6,1936,5.304109589,2018,4,2,H1,Pharmaceuticals and Biotechnology,Healthcare,Internal,4238796490,1876393313,2018 H1,1
Nikkei 225,Japan,Kentaro Kawabe,1.37685E+11,1376845,33916,Male,Z HOLDINGS CORP (Yahoo Japan Corp prior to 10/2019),No,4689,President/Co-CEO (Representative Director),01/04/2018,08:29.6,1936,5.304109589,2018,4,2,H1,Software & Computer Services,Technology,Internal,11213379327,19817786284,2018 H1,1
Nikkei 225,Japan,Kenichiro Yoshida,1.3384E+11,1338404,28594,Male,SONY GROUP CORP (Sony Corp prior to 04/2021),No,6758,Chairman/CEO,01/04/2018,08:29.6,1936,5.304109589,2018,4,2,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,81510052261,1.15026E+11,2018 H1,1
Nikkei 225,Japan,Masayuki Hyodo,1.26865E+11,1268650,29472,Male,SUMITOMO CORP,No,8053,President/CEO (Representative Director),01/04/2018,08:29.6,1936,5.304109589,2018,4,2,H1,Diversified Industrials,Industrial & Natural Resources,Internal,45144219417,25735920353,2018 H1,1
Nikkei 225,Japan,Yuji Fukasawa,11387029920,1138702,9920,Male,EAST JAPAN RAILWAY CO,No,9020,President/CEO (Representative Director),01/04/2018,08:29.6,1936,5.304109589,2018,4,2,H1,Transport,Industrial & Natural Resources,Internal,16258175904,20591341633,2018 H1,1
Nikkei 225,Japan,Mitsugu Yamaguchi,1.26642E+11,1266422,18049,Male,KOBE STEEL LTD,No,5406,President/CEO (Representative Director),01/04/2018,08:29.6,1936,5.304109589,2018,4,2,H1,Steel & Other Metals,Industrial & Natural Resources,Internal,17109423498,3788476249,2018 H1,1
Nikkei 225,Japan,Shunichi Kito,1.36945E+13,1369453,1499838,Male,IDEMITSU KOSAN CO LTD,No,5019,President/CEO (Representative Director),01/04/2018,08:29.6,1936,5.304109589,2018,4,2,H1,Oil & Gas,Industrial & Natural Resources,Internal,54935312533,5998228176,2018 H1,1
Nikkei 225,Japan,Yo Honma,1.3983E+11,1398295,22673,Male,NTT DATA GROUP CORP (NTT Data Corp prior to 07/2023),No,9613,President/CEO (Representative Director),19/06/2018,08:29.6,1857,5.087671233,2018,6,2,H1,Software & Computer Services,Technology,Internal,20965148302,18728702556,2018 H1,1
Nikkei 225,Japan,Ichiro Kashitani,1.28923E+11,1289228,30880,Male,TOYOTA TSUSHO CORPORATION,No,8015,Senior Executive Officer/President/CEO (Representative Director),21/06/2018,08:29.6,1855,5.082191781,2018,6,2,H1,Diversified Industrials,Industrial & Natural Resources,Internal,65953922506,17849042617,2018 H1,1
Nikkei 225,Japan,Takayuki Ueda,1.92496E+13,1924964,1729856,Male,INPEX CORP (Inpex Holdings Inc prior to 10/2008),No,1605,President/CEO (Representative Director),26/06/2018,08:29.6,1850,5.068493151,2018,6,2,H1,Mining,Industrial & Natural Resources,Internal,10811016621,15615151603,2018 H1,1
Nikkei 225,Japan,Toshihiro Kuriyama,17045391603,1704539,1603,Male,ALPS ALPINE CO LTD (Alps Electric Co Ltd prior to 01/2019),No,6770,President/CEO (Representative Director),01/01/2019,08:29.6,1661,4.550684932,2019,1,1,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,6595835886,1882141213,2019 H1,1
Nikkei 225,Japan,Doctor Masashi Miyamoto,1.35335E+13,1353347,1887953,Male,KYOWA KIRIN CO LTD (Kyowa Hakko Kirin Co Ltd prior to 07/2019),No,4151,President/CEO (Representative Director),20/03/2019,08:29.6,1583,4.336986301,2019,3,1,H1,Pharmaceuticals and Biotechnology,Healthcare,Internal,3038205791,9928666408,2019 H1,1
Nikkei 225,Japan,Koji Kakigi,1.67344E+13,1673439,1142612,Male,JFE HOLDINGS INC,No,5411,President/CEO (Representative Director),01/04/2019,08:29.6,1571,4.304109589,2019,4,2,H1,Steel & Other Metals,Industrial & Natural Resources,Internal,35861788124,8584685191,2019 H1,1
Nikkei 225,Japan,Seiji Izumisawa,1.37305E+11,1373047,20853,Male,MITSUBISHI HEAVY INDUSTRIES LTD,No,7011,President/CEO (Representative Director),01/04/2019,08:29.6,1571,4.304109589,2019,4,2,H1,Engineering & Machinery,Industrial & Natural Resources,Internal,31714101374,15701990652,2019 H1,1
Nikkei 225,Japan,Toshihiko Sato,1.63661E+13,1636610,1052345,Male,CITIZEN WATCH CO LTD (Citizen Holdings Co Ltd prior to 10/2016),No,7762,President/CEO,01/04/2019,08:29.6,1571,4.304109589,2019,4,2,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,2311977455,1512951542,2019 H1,1
Nikkei 225,Japan,Hiroyuki (Hank) Ogawa,1.13879E+13,1138787,1041574,Male,KOMATSU LTD,No,6301,President/CEO (Representative Director),01/04/2019,08:29.6,1571,4.304109589,2019,4,2,H1,Engineering & Machinery,Industrial & Natural Resources,Internal,23022445687,25731623821,2019 H1,1
Nikkei 225,Japan,Jun Ohta,1.32391E+13,1323907,1050753,Male,SUMITOMO MITSUI FINANCIAL GROUP INC,No,8316,President/Group CEO (Representative Corporate Executive Officer),01/04/2019,08:29.6,1571,4.304109589,2019,4,2,H1,Banks,Financial Services,Internal,28543600021,58313792277,2019 H1,1
Nikkei 225,Japan,Masato Izumihara,1.40112E+11,1401116,31580,Male,UBE CORP (UBE Industries Ltd prior to 04/2022),No,4208,President/CEO (Representative Director),01/04/2019,08:29.6,1571,4.304109589,2019,4,2,H1,Chemicals,Industrial & Natural Resources,Internal,5383320507,1858647599,2019 H1,1
Nikkei 225,Japan,Kenji Yamaguchi,1.38278E+11,1382775,11558,Male,FANUC CORP (Fanuc Ltd prior to 06/2011),No,6954,President/CEO (Representative Director),01/04/2019,08:29.6,1571,4.304109589,2019,4,2,H1,Engineering & Machinery,Industrial & Natural Resources,Internal,6022017043,33641173918,2019 H1,1
Nikkei 225,Japan,Hitoshi Nara,1.37008E+11,1370077,33976,Male,YOKOGAWA ELECTRIC CORPORATION,No,6841,President/CEO,01/04/2019,08:29.6,1571,4.304109589,2019,4,2,H1,Engineering & Machinery,Industrial & Natural Resources,Internal,3203226250,4994982947,2019 H1,1
Nikkei 225,Japan,Hiroshi Aoi,1.80008E+11,1800078,19745,Male,MARUI GROUP CO LTD (Marui Co Ltd prior to 10/2007),No,8252,President/CEO (Representative Director),01/04/2019,08:29.6,1571,4.304109589,2019,4,2,H1,General Retailers,Consumer,Internal,1719690199,3570731773,2019 H1,1
